Restaurant_Name,Rating (Out of 5),votes,cuisines,dish_liked,location,online_order,Sub-Type,Type
Citrus - The Leela Palace,4.2,589,"North Indian, Italian, Asian, Continental, Mediterranean","Salad, Steak, Rasgulla, Pizza, Salads, Waffles, Sunday Brunch",Old Airport Road,No,Fine Dining,Buffet
Aqua - The Park Bangalore,4,195,"North Indian, Mediterranean, Chinese","Cocktails, Mai Thai, Pizza, Lemon Basil Chicken",MG Road,No,"Lounge, Bar",Drinks & nightlife
UTHRA,4,103,"North Indian, Modern Indian","Kulfi, Mocktails, Dahipuri, Roti",Indiranagar,No,Casual Dining,Dine-out
Kund Indian Barbeque,4,869,"North Indian, Mughlai","Dal Makhani, Lassi, Palak Paneer, Mutton Roganjosh, Butter Chicken, Tandoori Chicken, Jal-jeera",Indiranagar,No,Casual Dining,Dine-out
Blu Oyster,0,0,"Seafood, Continental, European, Mediterranean",,Indiranagar,No,Casual Dining,Dine-out
The Restaurant - Coorg,4.3,504,South Indian,"Pandi Curry, Caramel Custard, Coconut Souffle, Chicken Curry, Akki Rottis, Pork Curry, Set Menu",Indiranagar,No,Casual Dining,Buffet
Southindies,4.1,1224,"South Indian, Chettinad, Kerala, Sri Lankan","Pongal, Appam, Elaneer Payasam, Gulab Jamun, Rava Idli, Veg Buffet, Lunch Buffet",Indiranagar,No,Casual Dining,Dine-out
Arena - Artisanal Brewkitchen,4.1,177,"Sushi, Continental, Pizza, Italian, Asian","Cocktails, Mocktails, Pizza, Sushi, Beer",Indiranagar,No,"Pub, Casual Dining",Pubs and bars
Nandhana Palace,4.3,1079,"Andhra, Biryani, North Indian, Chinese","Bamboo Chicken, Chicken Guntur, Mutton Bone Soup, Chicken Boneless Biryani, Hyderabadi Biryani, Chicken Kshatriya, Vegetable Biryani",JP Nagar,No,"Casual Dining, Bar",Delivery
Wamama,4.2,357,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos","Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll",Banashankari,Yes,Casual Dining,Delivery
Desi Rasoi,3.8,363,"Biryani, North Indian, Chinese, Rajasthani","Hara Bhara Kebab, Lunch Buffet, Naan, Babycorn Manchurian, Malai Kofta, Noodles, Gulab Jamun",Jayanagar,Yes,Casual Dining,Delivery
Dadi's Dum Biryani,4.1,2727,"Biryani, North Indian, Mughlai","Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab",BTM,Yes,Casual Dining,Dine-out
Cafe Cosy,4.2,117,"Cafe, Chinese, Continental, Fast Food","Pasta, Pizza, Mocktails, Jalapeno Poppers",Jayanagar,No,Cafe,Dine-out
Dr. Sheesha,4.2,1466,"Cafe, Chinese, Continental, Italian","Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Momos",JP Nagar,No,Cafe,Dine-out
Cafe Shuffle,4.2,153,"Cafe, Italian, Continental","Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos",Banashankari,Yes,Cafe,Delivery
Fusion Theory,4.1,218,"Continental, Biryani, Desserts, Italian, North Indian, Chinese, Modern Indian, Asian","Aam Panna, Pasta, Chinese Bhel, Biryani, Paneer Tikka, Veg Pulao, Pav Bhaji",Jayanagar,Yes,Casual Dining,Dine-out
Nourich,3.9,0,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food","Soba Noodles, Pad Thai Noodle, Pickled Beetroot, Chicken Sandwich",JP Nagar,Yes,Casual Dining,Dine-out
Crumb Together,4.1,591,"Continental, Finger Food, North Indian, Chinese","Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani",JP Nagar,Yes,"Casual Dining, Bar",Dine-out
Salut,4.1,446,"Continental, Finger Food, Seafood, Pizza","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Chicken Chips, Brownie",Jayanagar,Yes,"Pub, Casual Dining",Dine-out
Two Friends Cauldron,4.1,459,"Continental, Italian, American","Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza",JP Nagar,Yes,Casual Dining,Desserts
Fogg,0,0,"Continental, Italian, Beverages","Pizza, Mocktails",BTM,No,Casual Dining,Dine-out
PHEW (Play Hard Eat Wild),3.9,488,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe","Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings",BTM,Yes,Cafe,Cafes
Three Dots & A Dash,4.3,1230,"European, Continental","Cocktails, Butter Chicken, Pizza, Burgers, Pasta, Nachos, Mocktails",JP Nagar,No,"Bar, Casual Dining",Dine-out
AB's - Absolute Barbecues,4.9,6452,"European, Mediterranean, North Indian, BBQ","Tangdi Chicken, Bbq Buffet, Chocolate Icecreams, Kofta Curry, Mutton Seekh Kabab, Paneer Curry, Mutton Keema",BTM,No,Casual Dining,Dine-out
Levitate Brewery and Kitchen,4.5,456,"Finger Food, North Indian, Continental","Wheat Beer, Salsa, Pizza, Tiramisu, Lager, Cosmopolitan, Cocktails",JP Nagar,No,"Microbrewery, Casual Dining",Drinks & nightlife
Protein Grillhouse,4.3,191,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts","Rice Bowl, Salads, Pasta, Burgers, Pancakes, Nachos, Salad",Jayanagar,Yes,Casual Dining,Dine-out
Vaathsalya Millet Cafe,4.1,294,"Healthy Food, South Indian","Khichda, Thali, Jowar Roti, Cucumber Juice, Brownie, Palak Soup, Buttermilk",JP Nagar,Yes,Casual Dining,Dine-out
Coastal Mama,4.1,468,"Konkan, Mangalorean, North Indian, Seafood","Murgh Ghee Roast, Neer Dosa, Sea Food, Fish, Prawn Ghee Roast, Prawn Curry, Vegetable Biryani",JP Nagar,No,Casual Dining,Dine-out
Clove Rooftop,3.8,234,"Konkan, Seafood","Sea Food, Fish, Masala Papad, Chilli Paneer, Cocktails, Corn Pakoda, Biryani",Jayanagar,No,Casual Dining,Delivery
Punjabi Times,4.1,1028,North Indian,"Chicken Tikka, Kheer, Butter Chicken, Dal Makhani, Makke Ki Roti, Lassi, Paratha",Bannerghatta Road,Yes,Casual Dining,Dine-out
Punjabi Raswada,3.6,432,North Indian,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",Jayanagar,Yes,Casual Dining,Dine-out
Mandi,3.8,562,North Indian,"Phirni, Chaat, Noodles, Rasgulla, Rabri, Butter Naan, Jalebi",JP Nagar,Yes,Casual Dining,Delivery
The Sofraah Kebabs & Kurries - Eden Park Restaurants,3.8,176,"North Indian, Afghan","Mutton Biryani, Cocktails, Dal Makhani, Naan, Fish, Roti, Lamb",Jayanagar,No,Casual Dining,Delivery
The Lounge - Eden Park Restaurants,3.8,152,"North Indian, Afghan","Mutton Biryani, Mojito, Dal Makhani, Cocktails, Raita",Jayanagar,No,Lounge,Delivery
Hara Fine Dine,4,633,"North Indian, Chinese","Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Lassi, Jal-jeera",Banashankari,Yes,Casual Dining,Delivery
1947,4.1,2317,"North Indian, Chinese","Palak Paneer, Aam Panna, Crispy Corn, Gajar Ka Halwa, Panipuri, Kulfi, Salads",Jayanagar,No,Casual Dining,Dine-out
Eshanya,4.1,1082,"North Indian, Chinese","Spring Roll, Vanilla Ice Cream, Veg Thali, Biryani, Thandai, Roti, Tikka",Jayanagar,Yes,Casual Dining,Dine-out
Sea Lions BBQ & Grills,4.6,545,"North Indian, Chinese, Mughlai, Mexican, BBQ","Neer Dosa, Mutton Biryani, Brownie, Paan Ice Cream, Cocktails, Mocktails, Vegetable Biryani",Jayanagar,No,Casual Dining,Dine-out
Churchill's,4.1,1411,"North Indian, Continental","Cocktails, Pasta, Hara Bhara Kebab, Peppy Paneer, Paneer Pizza, Peri Peri Prawn, Fiery Paneer",JP Nagar,Yes,"Casual Dining, Pub",Dine-out
Brew Meister,4.1,976,"North Indian, Continental, Finger Food, American, Asian","Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav",Jayanagar,Yes,"Microbrewery, Casual Dining",Dine-out
Barbeque Nation,4.8,3864,"North Indian, European, Mediterranean, BBQ, Kebab","Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta",JP Nagar,No,Casual Dining,Dine-out
El Salver,3.9,74,"North Indian, Fast Food, South Indian",Fish Curry,BTM,Yes,Casual Dining,Delivery
Gufha - The President Hotel,4.1,1889,"North Indian, Mughlai, Afghan","Cocktails, Paneer Tikka, Rasmalai, Rabri, Biryani, Chicken Curry, Masala Papad",Jayanagar,Yes,Casual Dining,Dine-out
Vinny's,4.2,2123,"Pizza, Italian, Continental, Desserts","Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",Banashankari,Yes,Casual Dining,Delivery
Chicken Man,3.8,72,"Roast Chicken, Burger","Chicken Grill, Roast Chicken, Chicken Wings, Sweet Potato Mash, Pulled Chicken Burger, Sweet Potato Fries",JP Nagar,Yes,Quick Bites,Delivery
Casa Piccosa,4.1,848,"South American, Continental, Italian","Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter",JP Nagar,Yes,"Casual Dining, Bar",Dine-out
Spice Code,4,166,"South Indian, North Indian, Chinese, Biryani","Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew",JP Nagar,No,Casual Dining,Dine-out
Ambara Gardenia,3.8,256,"Andhra, North Indian, Chinese, Seafood","Fish Fry, Crab Sukha, Chicken Biryani, Fish Curry, Murgh Ghee Roast, Roti, Naan",Bannerghatta Road,Yes,Casual Dining,Delivery
Savoury - Sea Shell Restaurant,3.9,1230,"Arabian, North Indian, Chinese, Seafood, Biryani, Beverages","Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Chicken Shawarama, Haleem",Bannerghatta Road,Yes,Casual Dining,Delivery
La Casa,3.7,570,"Continental, Italian, Chinese, North Indian","Beer, Pasta, Burgers, Biryani, Masala Peanuts, Noodles, Au Gratin",Jayanagar,No,Casual Dining,Dine-out
The Yellow Submarine,4.4,2075,"Continental, North Indian, Chinese, Pizza, Thai","Watermelon Feta Salad, Craft Beer, Mutton Biryani, Blueberry Cheesecake, Bbq Pizza, Cocktails, Shitake Mushrooms",Bannerghatta Road,No,"Microbrewery, Casual Dining",Dine-out
Chavadi,4.4,2241,"Continental, North Indian, Pizza, Italian","Pizza, Cocktails, Saffron Rice, Pie, Sulemani Chai, Prawn Crackers, Waffles",Bannerghatta Road,Yes,"Casual Dining, Bar",Dine-out
Brahma Brews,0,0,"Continental, South Indian, Finger Food, Pizza, Seafood","Beer, Cocktails, Pizza, Peri Chicken, Tiramisu, Peri Peri Fries, Belgian Wit",JP Nagar,No,"Microbrewery, Casual Dining",Dine-out
The Underpass Pub & Grub,4,720,"Finger Food, Continental, North Indian, Chinese","Pasta, Cocktails, Pizza, Paneer Tikka, Mocktails, Fish, Fries",JP Nagar,No,"Pub, Casual Dining",Dine-out
Goa 0 Km,3.6,164,"Goan, Seafood, North Indian, Chinese, Biryani","Sea Food, Crab Meat, Crab Soup, Fish Curry, Chicken Cafreal, Butter Naan, Butter Chicken",Kumaraswamy Layout,Yes,Casual Dining,Delivery
Eurasia Pasta and Barbeque by Little Italy,4.1,1064,"Italian, Fast Food, Salad, BBQ","Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails",Jayanagar,Yes,"Casual Dining, Bar",Delivery
Melt - Eden Park,4,347,"North Indian, Chinese, Thai, Mughlai, Seafood","Tandoori Chicken, Biryani, Paneer Tikka, Chicken Curry, Plain Rice, Cheese Naan, Malaysian Noodles",JP Nagar,Yes,Casual Dining,Delivery
Jalpaan,4,870,"North Indian, Continental","Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi",Jayanagar,Yes,Casual Dining,Delivery
24th Main,4.1,1239,"North Indian, South Indian, Chinese","Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms",JP Nagar,No,Casual Dining,Buffet
Hunger Camp,4.6,324,"North Indian, South Indian, Chinese, Seafood","Tandoori Chicken, Chicken Sukha, Chicken Biryani, Dal Makhani, Neer Dosa, Mutton Biryani, Paneer Tikka Masala",JP Nagar,No,Casual Dining,Dine-out
Cheesiano Pizza,4,205,"Pizza, Italian","Pasta, Fries, Cheesiano Pizza, Veggie Pizza, Cheesy Garlic Bread, Peri Peri Paneer Pizza",JP Nagar,Yes,Quick Bites,Delivery
Once Upon a Rooftop,4.3,1246,"Pizza, Italian, Chinese, Thai","Pizza, Cocktails, Pasta, Churros, Mocktails, Mushroom Soup, Long Island Iced Tea",Jayanagar,No,"Casual Dining, Bar",Drinks & nightlife
Sea Spice by 7 Star,4,350,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab","Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry",Banashankari,Yes,Casual Dining,Delivery
Malenadu Kitchen,3.8,170,"South Indian, North Indian, Chinese","Biryani, Mutton Sukha, Neer Dosa, Chicken Curry, Akki Rottis, Fish Curry",Kanakapura Road,Yes,Casual Dining,Delivery
Spice Kitchen,3.9,321,"Andhra, Biryani, Seafood, North Indian","Andhra Thali, Veg Thali, Chicken Biryani, Kodi Pulao, Mutton Soup, Ulavacharu Mutton Biryani, Lassi",Kalyan Nagar,Yes,Casual Dining,Dine-out
Ginger Greens,3.9,300,"Andhra, Chinese, North Indian","Chilli Chicken, Chicken Tikka, Butter Naan, Roti",Kalyan Nagar,No,Casual Dining,Dine-out
Based On A True Story- Bistro,4.3,496,"Cafe, Burger, Italian, Desserts","Burgers, Popcorn, Pancakes, Brownie, Nachos, Pasta, Terminator Burger",Kammanahalli,Yes,"Cafe, Quick Bites",Cafes
Avista Cafe Pizzeria,4.5,506,"Cafe, Italian","Sandwiches, Bbq Chicken Pizza, Burgers, Steak, Mashed Potato, Peri Peri Chicken Pizza, Aglio Olio Pasta",Hennur,Yes,Cafe,Desserts
FireHouse - Bar & Kitchen,3.9,751,"Continental, American, Chinese, BBQ, Salad, Italian","Cocktails, Peri Peri Chicken, Meat Pizza, Mojito, Buffalo Wings, Beer, Burgers",HBR Layout,Yes,Pub,Dine-out
Fiddler's Green,3.9,74,"Continental, American, Indonesian, Asian, Thai","Chicken Satay, Mocktails, Bruschettas",Kalyan Nagar,No,"Casual Dining, Bar",Dine-out
Hoppipola,4.4,816,"Continental, Fast Food, European","Mocktails, Masala Pizza, Salad, Cocktails, Wine, Chilli Chicken, Chicken Tikka",Kalyan Nagar,Yes,Lounge,Dine-out
BYLI - Bet You Love It!,4.2,1989,"Continental, Italian, Mexican, Asian","Pizza, Sandwiches, Burgers, Nachos, Meatballs, Pasta Carbonara, Mocktails",Kalyan Nagar,No,Casual Dining,Dine-out
One For The Road,4.5,755,"Continental, North Indian, Finger Food","Cocktails, Pasta, Pizza, Mocktails, Thai Crispy Chicken, Beer, Chicken Wings",Nagawara,Yes,Bar,Delivery
The Local,4.2,1196,"Finger Food, Continental, Italian, Salad","Beer, Cocktails, Prawn Ghee Roast, Bbq Chicken Pizza, Chicken Nachos, Appam, Chicken Steak",Kalyan Nagar,Yes,"Pub, Casual Dining",Drinks & nightlife
Casa De Goa,4.2,341,"Goan, Mangalorean","Cocktails, Roast Pork, Mocktails, Fish, Chilli Prawns, Pizza, Butter Garlic Prawns",Kalyan Nagar,Yes,"Casual Dining, Pub",Dine-out
Arirang Korean Restaurant,4,237,Korean,"Chicken Gimbap, Sushi, Kimchi, Bulgogi, Beef Bibimbap, Sea Food, Wine",Kammanahalli,No,Casual Dining,Dine-out
Thran,4.2,308,Korean,"Ramen, Kimchi, Beef Bulgogi, Egg Soup, Salad, Clear Soup, Pork Bulgogi",Kalyan Nagar,No,Casual Dining,Dine-out
Aioli,4.2,783,"Mediterranean, Continental, Italian, Salad","Garlic Bread, Salad, Salads, Pita Bread, Lamb Chops, Sea Food, Steak",Kalyan Nagar,No,Casual Dining,Delivery
Rejoice The Taste Of Indore,3,160,"North Eastern, Street Food","Roti, Jalebi, Pav Bhaji, Panipuri, Fish Tikka",Hennur,Yes,Casual Dining,Delivery
Firki Cafe,0,0,North Indian,,Kalyan Nagar,No,Casual Dining,Desserts
Have More,3.9,198,North Indian,"Lassi, Punjabi Chicken, Tandoori Chicken, Paratha, Butter Chicken, Aloo Tikki, Dahi Bhalle",Kammanahalli,No,Casual Dining,Dine-out
Sigree Global Grill,4.4,1099,"North Indian, BBQ","Pasta, Mutton Seekh, Fish, Prawn Curry, Pizza, Papdi Chaat, Salad",Kalyan Nagar,No,"Casual Dining, Bar",Dine-out
North Indian Bhukkads,4,202,"North Indian, Biryani, Chinese, Street Food","Lassi, Thali, Biryani, Pav Bhaji, Chole Bhature, Gulab Jamun, Veg Kolhapuri",Nagawara,Yes,Quick Bites,Delivery
Spice Corner,3.5,16,"North Indian, Chinese, Biryani",,Nagawara,Yes,Casual Dining,Dine-out
Imperio Restaurant,4.5,1228,"North Indian, Mughlai, Biryani, South Indian, Beverages","Non Veg Thali, Chicken Kolhapuri, Paneer Tikka, Paratha, Butter Naan, Faluda, Hot Dog",Kalyan Nagar,Yes,Casual Dining,Buffet
Countryside - The Taste of Chettinad,3.9,293,"Seafood, Biryani, South Indian, Chettinad","Poricha Kozhi, Brain Fry, Fry Prawns, Mutton Sukha, Paratha, Dum Biryani, Chicken Sukha",Kalyan Nagar,Yes,Casual Dining,Dine-out
Connie's Restaurant & Steakhouse,4.3,1437,"Steak, Continental, Burger, American, BBQ, European, Salad","Steak, Garlic Bread, Burgers, Pasta, Chicken Wings, Salads, Pepper Chicken",Kammanahalli,Yes,Casual Dining,Delivery
Brewklyn Microbrewery,4.5,2330,"American, Continental, Pizza","Pizza, Beef Chilli, Craft Beer, Apple Crumble, Pork Chilli, Chips, Wheat Beer",Kalyan Nagar,Yes,"Microbrewery, Casual Dining",Drinks & nightlife
Aroma Spice,3.9,123,"Andhra, Chinese, North Indian, Seafood","Sea Food, Cocktails, Fish Curry, Fish Thali",Kalyan Nagar,Yes,Casual Dining,Dine-out
Wokanaka - The Casual Chinese Pitstop,4.1,223,"Asian, Chinese, Thai, Seafood, Momos","Lemonade, Manchurian, Vegetable Noodles, French Fries, Veg Hakka Noodles",Kalyan Nagar,Yes,Casual Dining,Delivery
OKI,4.5,435,"Asian, European, Italian, Korean, Malaysian, Thai, Vietnamese, Chinese","Khau Suey, Ravioli, Pork Ribs, Basil Pannacotta, Tender Coconut Ice Cream, Mocktails, Sushi",Kammanahalli,Yes,Casual Dining,Dine-out
Zamindars Biryani Durbar,4.3,53,"Biryani, Chinese, Mughlai, Andhra",Hyderabadi Chicken Dum Biryani,Nagawara,Yes,Casual Dining,Delivery
Zamindar,4.6,376,"Biryani, Mughlai, Andhra","Paneer 65, Dragon Chicken, Lassi, Avakai Chicken Biryani, Chicken Tikka Masala, Kodi Vepudu, Fry Prawns",Kalyan Nagar,Yes,Casual Dining,Dine-out
Cafe Pink Pajamas,4.1,577,"Cafe, Italian","Tex Mex Burger, Pasta, Pizza, Fish, Burgers, Salads, Veg Burger",Kalyan Nagar,Yes,Cafe,Delivery
Giselle Resto Cafe,4.2,884,"Cafe, Italian, Pizza, Beverages, Desserts","Steak, Mocktails, Pancakes, Burgers, Wings, Paneer Pizza, Wood Fire Pizza",Kammanahalli,Yes,Cafe,Dine-out
Delicacy,4.1,448,"Chinese, Thai, Momos","Noodles, Momos, Bbq Pork, Honey Chilli Potatoes, Wonton, Pork Momo, Sweet Corn Soup",Kalyan Nagar,Yes,Casual Dining,Delivery
Chung Wah,4,717,"Chinese, Thai, Momos, Vietnamese","Corn Soup, Chilli Garlic Noodles, Clear Soup, Veg Manchow Soup, Drums Of Heaven, Hunan Chicken, Momos",Kalyan Nagar,Yes,Casual Dining,Dine-out
Hungry Vihaari,4,47,"Continental, Burger, Salad, Pizza, Beverages","Pizza, Pasta, Peri Peri Chicken Burger, Garlic Bread, Crispy Corn",Kalyan Nagar,Yes,Casual Dining,Dine-out
Wanderers,4,661,"Continental, North Indian, South Indian, Italian","Pizza, Peri Peri Fries, Wheat Beer, Craft Beer, Chips, Stout, Chicken Burger",Kalyan Nagar,No,"Microbrewery, Casual Dining",Drinks & nightlife
Float Brewery,4.3,419,European,"Pork Tonkatsu, Mocktails, Ginger Pork, Craft Beer, Wheat Beer, Falafel Burger, Brewed Beer",Kalyan Nagar,No,"Microbrewery, Casual Dining",Drinks & nightlife
The Mangalorean,4.1,229,"Konkan, Mangalorean, Seafood","Neer Dosa, Roast Pork, Fish, Sea Food, Biryani, Ghee Rice, Caramel Custard",Kammanahalli,Yes,Casual Dining,Delivery
Saffron Vegetarian Cuisine,4,671,"North Indian, Continental, Chinese, Mexican, Italian","Tikka, Biryani, Salad, Pasta, Masala Papad, Palak Paneer, Garlic Naan",Banaswadi,Yes,Casual Dining,Dine-out
Global Flavors,3.5,135,"North Indian, Fast Food, Beverages",Pizza,Banaswadi,Yes,Casual Dining,Dine-out
4 Seasons Restaurant,3.7,399,"North Indian, Seafood, Middle Eastern, Chinese","Veg Pulao, Mutton Biryani, Badami Kheer, Veg Platter, Chicken Kebab, Tandoori Chicken, Stuffed Capsicum",Kalyan Nagar,Yes,Casual Dining,Delivery
The Coorg Food Co.,4.3,482,South Indian,"Pandi Curry, Tender Coconut Pudding, Chocolate Mousse, Ghee Rice, Pork Curry, Bella Coffee, Chicken Curry",Kalyan Nagar,Yes,Casual Dining,Dine-out
Harry's Bar + Cafe,4.2,1368,"Asian, American, Mexican","Cocktails, Beer, Onion Rings, Burgers, Margherita Pizza, Mocktails, Veg Nachos",Koramangala 7th Block,Yes,"Casual Dining, Bar",Delivery
Mimansa @ Foxtrot,4.4,191,Cafe,"Pizza, Healthy Breakfast, Salads, Frittata, Salad, Carrot Halwa, Potato Fries",Koramangala 3rd Block,Yes,Cafe,Delivery
Attic Lounge,4,1236,Cafe,"Pizza, Pasta, Mocktails, Malai Tikka, Noodles, Chicken Tikka, Spaghetti",Koramangala 4th Block,Yes,Cafe,Delivery
154 Breakfast Club,4,1513,"Cafe, Continental","Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette",Koramangala 3rd Block,Yes,Cafe,Cafes
TRIGEREATO,4.4,102,"Cafe, Continental, Beverages","Pasta, Salad, Noodles, Mousse, Fries, Mocktails, Pizza",Koramangala 8th Block,Yes,Cafe,Cafes
Sunny Cafe & Kitchen,3.8,503,"Cafe, Continental, Beverages, Desserts","Latte, Sandwich, Pizza, Falafel, Pasta, Choco Brownie Shake, Waffles",HSR,Yes,"Cafe, Casual Dining",Delivery
Brimstone Cafe,4,391,"Cafe, Continental, Salad, Italian","Pasta, Pizza, Sandwiches, Chilli Cheese Garlic Bread, Hazelnut Latte, Tea, Cappuccino",HSR,Yes,"Cafe, Casual Dining",Delivery
Bonsouth,4.2,2620,"Chettinad, Andhra, Kerala","Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa",Koramangala 5th Block,Yes,Casual Dining,Desserts
Vanilla Sky,4.7,798,"Chinese, Continental, North Indian, Finger Food","Cocktails, Gulab Jamun, Spring Roll, Biryani, Veg Nachos, Buffalo Wings, Egg Bhurji",HSR,No,Lounge,Dine-out
Hunan,4.3,2248,"Chinese, Thai, Momos","Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea",Koramangala 5th Block,No,Casual Dining,Dine-out
